player_id,is_bot,vpip,pfr,af,action_entropy,decision_time_mean,decision_time_std,bet_size_mean,bet_size_std,gto_similarity,gto_deviation_rate,mean_gto_action_probability,mean_l1_gto_distance,std_l1_gto_distance,avg_hand_strength,weak_hand_play_rate,trash_hand_vpip,premium_hand_play_rate,strong_hand_aggression_rate,marginal_hand_error_rate,gto_fold_follow_rate,gto_call_follow_rate,gto_raise_follow_rate,open_raise_accuracy,defense_accuracy,threebet_accuracy,blind_defense_rate,blind_defense_accuracy,sb_steal_attempt_rate,pot_odds_call_accuracy,hands_played,sessions_played,fatigue_slope
P00001,1,0.6973684210526315,0.35526315789473684,1.0384615384615385,0.9979247454188069,2.4103951103579413,0.46677052353224935,2.408262073350313,2.0919553743655523,0.5131578947368421,0.48684210526315785,0.49262636511792396,1.014747269764152,0.4402500192188555,48.26315789473684,0.46875,0.25,1.0,0.75,0.6451612903225806,0.5806451612903226,0.41379310344827586,0.5625,0.4576271186440678,0.6153846153846154,1.0,0.7,0.7,0.875,0.47619047619047616,76,2,0.1842105263157895
P00002,1,0.5915492957746479,0.323943661971831,1.2105263157894737,0.9863657975725371,2.4922684713648144,0.44228978111871087,2.6629353791979957,2.2591300269992556,0.676056338028169,0.323943661971831,0.5426184854357028,0.9147630291285943,0.39734901024113556,48.014084507042256,0.21428571428571427,0.125,1.0,0.6923076923076923,0.6,0.8846153846153846,0.46153846153846156,0.6842105263157895,0.6271186440677966,0.9166666666666666,0.0,0.6,0.8,0.0,0.75,71,2,-0.13174603174603172
P00003,1,0.7,0.3,0.75,0.9911594714322186,2.448824235099261,0.501424233073388,1.9187191927413083,0.9732570542675707,0.64,0.36,0.5321701258079781,0.9356597483840439,0.3699476011891953,48.72,0.3,0.25,1.0,0.16666666666666666,0.3529411764705882,0.75,0.6,0.5333333333333333,0.6,0.7777777777777778,1.0,0.7777777777777778,0.7777777777777778,0.0,0.6,50,1,-0.15999999999999992
P00004,1,0.6181818181818182,0.23636363636363636,0.6190476190476191,0.9795670372179556,2.3498967649562914,0.3786911219510979,1.779232929477962,1.3339412815440475,0.5818181818181818,0.4181818181818182,0.5238991768350733,0.9522016463298536,0.43070372476393964,47.10909090909091,0.3333333333333333,0.23809523809523808,1.0,0.7142857142857143,0.3846153846153846,0.7727272727272727,0.47058823529411764,0.4375,0.5625,0.7142857142857143,0.0,0.6,0.6,0.5,0.6,55,1,-0.09391534391534395
P00005,0,0.7125,0.4125,1.375,0.9874698659161605,5.756998994210487,1.407867242450604,2.7381219041385076,2.962714683165129,0.5625,0.4375,0.46180601655154235,1.0763879668969154,0.4418880570330828,51.275,0.43333333333333335,0.42105263157894735,1.0,0.6363636363636364,0.36,0.5714285714285714,0.43478260869565216,0.6551724137931034,0.5970149253731343,0.2727272727272727,1.0,0.7,0.4,0.4444444444444444,0.45454545454545453,80,2,-0.02499999999999991
P00006,0,0.6853932584269663,0.2808988764044944,0.6944444444444444,0.9890754880237104,6.194165276958483,1.6995507357964434,2.3567178366095387,2.033953613946074,0.5842696629213483,0.4157303370786517,0.5042301771510099,0.9915396456979801,0.47616615094528036,48.30337078651685,0.43902439024390244,0.3076923076923077,1.0,0.5,0.46875,0.5945945945945946,0.6129032258064516,0.5238095238095238,0.5333333333333333,0.6896551724137931,0.0,0.7058823529411765,0.6470588235294118,0.5,0.4482758620689655,89,2,0.07676767676767682
P00007,1,0.6575342465753424,0.3561643835616438,1.1818181818181819,0.9977493717519853,2.413319240430299,0.43678225002211635,2.8707943431245444,2.452379700589243,0.6027397260273972,0.3972602739726028,0.5293949706413321,0.9412100587173358,0.43927036619358817,51.10958904109589,0.2222222222222222,0.22727272727272727,1.0,0.8461538461538461,0.6956521739130435,0.7307692307692307,0.4074074074074074,0.7,0.5714285714285714,0.6666666666666666,0.0,0.5454545454545454,0.7272727272727273,0.42857142857142855,0.5454545454545454,73,2,-0.016516516516516533
P00008,0,0.734375,0.390625,1.1363636363636365,0.9888762283286966,5.76623014907725,1.6687282215783688,2.4310010685496,1.9064275194881632,0.640625,0.359375,0.5317768491545438,0.9364463016909125,0.4031637543268239,53.625,0.2857142857142857,0.3076923076923077,1.0,0.7857142857142857,0.4444444444444444,0.6666666666666666,0.5454545454545454,0.7083333333333334,0.6190476190476191,0.6818181818181818,0.0,0.5,0.6666666666666666,0.0,0.4090909090909091,64,2,-0.03125
P00009,0,0.65625,0.28125,0.75,0.9936626487697717,5.759248997483613,1.6967875437167064,2.7593567052128223,3.6829492541420956,0.515625,0.484375,0.47810316399181674,1.0437936720163665,0.45158048174168297,48.71875,0.24,0.23076923076923078,1.0,0.5,0.64,0.6818181818181818,0.4074074074074074,0.4666666666666667,0.5,0.5714285714285714,0.5,0.6363636363636364,0.5454545454545454,0.2857142857142857,0.5217391304347826,64,2,-0.09375
P00010,1,0.7761194029850746,0.34328358208955223,0.7931034482758621,0.9690068040991332,2.4815549431702344,0.38598319277726884,2.2988419095961965,1.7881655491849917,0.6119402985074627,0.3880597014925373,0.5134174226072136,0.9731651547855728,0.3931191604253656,50.47761194029851,0.4166666666666667,0.23076923076923078,1.0,0.45454545454545453,0.36363636363636365,0.65,0.5925925925925926,0.6,0.5652173913043478,0.75,0.0,0.7333333333333333,0.8,0.625,0.6296296296296297,67,2,0.13101604278074874
P00011,0,0.6710526315789473,0.32894736842105265,0.9615384615384616,0.9998430878242478,5.981278778554201,1.6868871710531432,2.5575215316439674,2.2161359204616624,0.5921052631578947,0.4078947368421053,0.4945180116466453,1.0109639767067093,0.4341139988570038,50.88157894736842,0.2962962962962963,0.1875,1.0,0.6923076923076923,0.5,0.75,0.4583333333333333,0.5714285714285714,0.6551724137931034,0.4117647058823529,0.0,0.4444444444444444,0.3333333333333333,0.0,0.5263157894736842,76,2,-0.07894736842105254
P00012,1,0.5974025974025974,0.2727272727272727,0.84,0.9884080573736943,2.33546082753724,0.440810143522991,2.684674978403755,3.0764407781044527,0.7662337662337663,0.23376623376623373,0.5805696841985833,0.8388606316028334,0.36428133254043116,48.5974025974026,0.15625,0.13043478260869565,1.0,0.8181818181818182,0.2727272727272727,0.9090909090909091,0.6666666666666666,0.65,0.7627118644067796,0.8,0.6666666666666666,0.8333333333333334,0.75,0.2857142857142857,0.7916666666666666,77,2,0.05802968960863697
P00013,0,0.7592592592592593,0.35185185185185186,0.8636363636363636,0.9795779182460772,5.968711245221424,1.8429187781407321,3.345711933991261,4.155710905423269,0.5555555555555556,0.4444444444444444,0.47222862507010666,1.0555427498597867,0.41094783381555977,53.111111111111114,0.4,0.5,1.0,0.9,0.5,0.5294117647058824,0.5,0.631578947368421,0.5384615384615384,0.5714285714285714,1.0,1.0,0.6666666666666666,0.0,0.625,54,1,0.0
P00014,1,0.7361111111111112,0.3055555555555556,0.7096774193548387,0.9800126366950433,2.4034640758853008,0.44805894175513644,2.1914764476465676,1.7602337749899155,0.6111111111111112,0.38888888888888884,0.4958289840810441,1.0083420318379117,0.3908201540936332,50.611111111111114,0.5,0.35,1.0,0.7692307692307693,0.5,0.6153846153846154,0.5833333333333334,0.6363636363636364,0.625,0.5625,0.0,0.8333333333333334,0.5833333333333334,0.1111111111111111,0.5217391304347826,72,2,-0.05555555555555547
P00015,0,0.6666666666666666,0.3563218390804598,1.1481481481481481,0.9985557476718502,5.937298484971708,1.3409236070368262,2.3066135361454587,1.7437328203061886,0.5402298850574713,0.45977011494252873,0.49116381206460086,1.0176723758707982,0.45698366364312004,50.71264367816092,0.42857142857142855,0.32,1.0,0.7368421052631579,0.6206896551724138,0.6060606060606061,0.34615384615384615,0.6428571428571429,0.5342465753424658,0.5384615384615384,1.0,0.6666666666666666,0.5555555555555556,0.18181818181818182,0.5357142857142857,87,2,0.056553911205074026
P00016,0,0.620253164556962,0.3670886075949367,1.45,0.9861028770904647,6.186330433405134,1.5571933737304138,2.9435926421992877,2.3701381526965415,0.569620253164557,0.430379746835443,0.4850166936407718,1.0299666127184564,0.5173162256505714,47.0253164556962,0.29411764705882354,0.19230769230769232,0.5,0.5833333333333334,0.5185185185185186,0.6857142857142857,0.375,0.6,0.5714285714285714,0.5625,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5217391304347826,79,2,-0.03974358974358971
P00017,0,0.6,0.36,1.5,0.9801625908629507,6.135816744817663,1.5785535885483477,3.837372934114848,4.529879632306603,0.5,0.5,0.4628020054387194,1.0743959891225612,0.5182006069006704,45.9,0.3333333333333333,0.3333333333333333,1.0,0.75,0.5882352941176471,0.6190476190476191,0.29411764705882354,0.5833333333333334,0.5526315789473685,0.3,0.5,1.0,0.42857142857142855,0.14285714285714285,0.5333333333333333,50,1,0.040000000000000036
P00018,0,0.5606060606060606,0.2878787878787879,1.0555555555555556,0.9777431421977686,5.788507861726091,1.626209754871251,2.6064080316373563,2.273001168213517,0.6818181818181818,0.31818181818181823,0.5645080332674985,0.8709839334650031,0.44982616957469945,46.166666666666664,0.20588235294117646,0.17857142857142858,1.0,0.6666666666666666,0.4285714285714286,0.75,0.5384615384615384,0.6470588235294118,0.7346938775510204,0.5,1.0,0.6153846153846154,0.46153846153846156,0.2,0.625,66,2,-0.030303030303030387
P00019,0,0.75,0.3125,0.7142857142857143,0.9755307720176266,6.273923748249544,1.8023345266831687,2.407790342071111,2.856960417837324,0.5625,0.4375,0.48775019934474545,1.024499601310509,0.44919957878874683,50.0625,0.4827586206896552,0.4090909090909091,1.0,0.5,0.4482758620689655,0.5384615384615384,0.5625,0.5909090909090909,0.5555555555555556,0.625,0.0,0.9,0.7,0.2222222222222222,0.5161290322580645,80,2,0.02499999999999991
P00020,0,0.6901408450704225,0.2535211267605634,0.5806451612903226,0.9764821083260553,5.710002093450617,1.7130292439496424,2.2420012998235963,1.9918036125367253,0.5915492957746479,0.4084507042253521,0.5056711228529019,0.9886577542941962,0.4060440738422651,49.45070422535211,0.4,0.38095238095238093,0.8,0.6363636363636364,0.4285714285714286,0.6296296296296297,0.5925925925925926,0.5294117647058824,0.5434782608695652,0.7083333333333334,0.0,0.7647058823529411,0.6470588235294118,0.16666666666666666,0.5769230769230769,71,2,0.2087301587301587
